Movie Name,Director,Year,Jump Count,Jump Scare Rating,Netflix (US),URL,IMDB,Summary,Rating,SRT Link
Lost Highway,David Lynch,1997,1,0.5,No,https://wheresthejump.com/jump-scares-in-lost-highway-1997/,tt0116922,Jump Scares: 1 (1 minor),"As usual, David Lynch creates horror through unnerving and strange scenes rather than outright scares. The first hour in particular is very eerie, but there are no particularly noteworthy jump scares to watch out for at any time.",https://wheresthejump.com/subtitles/Lost-Highway-1997.srt
Lucky,Natasha Kermani,2020,1,0.5,No,https://wheresthejump.com/jump-scares-in-lucky-2020/,tt11701774,Jump Scares: 1 (1 minor),"Only one minor jump, the film relies more on visuals and atmosphere.",https://wheresthejump.com/subtitles/Lucky-2020.srt
Ma,Tate Taylor,2019,3,1.0,No,https://wheresthejump.com/jump-scares-in-ma-2019/,tt7958736,Jump Scares: 3 (3 minor),Horror/thriller Ma is pretty tame as far as jump scares are concerned although there are some squeamish moments towards the end.,https://wheresthejump.com/subtitles/Ma-2019.srt
Maggie,Henry Hobson,2015,4,0.5,No,https://wheresthejump.com/jump-scares-in-maggie-2015/,tt1881002,Jump Scares: 4 (4 minor),More of a drama than a horror movie. There are a couple of minor scares but only the first scare occurring at the 9 minute mark is of any significance.,https://wheresthejump.com/subtitles/Maggie-2015.srt
Maléfique,Eric Valette,2002,0,0.0,No,https://wheresthejump.com/jump-scares-in-malfique-2002/,tt0309832,Jump Scares: 0,"Atmospheric French horror with some surreal and disturbing scenes, but no jump scares.",
Malevolent,Olaf de Fleur Johannesson,2018,8,3.0,Yes,https://wheresthejump.com/jump-scares-in-malevolent-2018/,tt2386237,Jump Scares: 8 (8 minor),"Once viewers get through the first jump scare, which is very effective, the rest of the movie delivers only a few half-scares.",https://wheresthejump.com/subtitles/Malevolent-2018.srt
Malice,Harold Becker,1993,3,1.0,No,https://wheresthejump.com/jump-scares-in-malice-1993/,tt0107497,Jump Scares: 3 (3 minor),Malice has one jump scare at the beginning and two just before the one hour mark (after Andy enters the college basement).,https://wheresthejump.com/subtitles/Malice-1993.srt
Malignant,James Wan,2021,18,3.5,No,https://wheresthejump.com/jump-scares-in-malignant-2021/,tt3811906,"Jump Scares: 18 (3 major, 15 minor)","There are quite a lot of jump scares throughout though only a few major ones. They are all quite effective, if not completely unexpected.",https://wheresthejump.com/subtitles/Malignant-2021.srt
Mama,Andrés Muschietti,2013,13,3.5,No,https://wheresthejump.com/jump-scares-in-mama-2013/,tt2023587,"Jump Scares: 13 (2 major, 11 minor)",Several jump scares with two major ones occurring at the 49 and 80 minute mark.,https://wheresthejump.com/subtitles/Mama-2013.srt
Mandy,Panos Cosmatos,2018,5,1.5,No,https://wheresthejump.com/jump-scares-in-mandy-2018/,tt6998518,"Jump Scares: 5 (1 major, 4 minor)",The film has an unsettling psychedelic vibe and several gory scenes that will likely be more problematic for sensitive viewers than the relatively minor jump scares.,https://wheresthejump.com/subtitles/Mandy-2018.srt
Maniac,Franck Khalfoun,2012,6,2.5,No,https://wheresthejump.com/jump-scares-in-maniac-2012/,tt2103217,"Jump Scares: 6 (5 major, 1 minor)","Maniac is a very atmospheric, and quite gory at times movie that doesn’t rely heavily on jump scares however, the ones that are in the movie are very effective.",https://wheresthejump.com/subtitles/Maniac-2012.srt
Marrowbone,Sergio G. Sánchez,2017,5,2.5,No,https://wheresthejump.com/jump-scares-in-marrowbone-2017/,tt5886440,"Jump Scares: 5 (3 major, 2 minor)",Marrowbone largely avoids the cheap scares and fake-outs that often plague haunted house movies. There are definitely some tense scenes however and the few scares that do occur are quite startling.,https://wheresthejump.com/subtitles/Marrowbone-2017.srt
Martyrs,Pascal Laugier,2008,15,3.0,No,https://wheresthejump.com/jump-scares-in-martyrs-2008/,tt1029234,Jump Scares: 15 (15 minor),Martyrs has numerous jump scares in the first half. The second half lacks jump scares but contains several harrowing torture/gore scenes.,https://wheresthejump.com/subtitles/Martyrs-2008.srt
Martyrs Lane,Ruth Platt,2021,5,2.0,No,https://wheresthejump.com/jump-scares-in-martyrs-lane-2021/,tt7413600,Jump Scares: 5 (5 minor),A handfull of jump scares with little impact despite some tense scenes.,Martyrs Lane.srt
Maximum Overdrive,Stephen King,1986,4,1.0,No,https://wheresthejump.com/jump-scares-in-maximum-overdrive-1986/,tt0091499,"Jump Scares: 4 (1 major, 3 minor)","There are a few minor jump scares at the beginning of the movie. None of them are particularly scary, though. Only the one around 1:04:30 mark might startle more sensitive viewers. The movie’s atmosphere is very light in general and everybody should handle the whole picture with ease.",Maximum Overdrive.srt
May,Lucky McKee,2002,0,0.0,No,https://wheresthejump.com/jump-scares-in-may-2002/,tt0303361,Jump Scares: 0,Quite gruesome near the end however there are no jump scares.,
May The Devil Take You Too,Timo Tjahjanto,2020,9,3.5,No,https://wheresthejump.com/jump-scares-in-may-the-devil-take-you-chapter-two-2020/,tt10776270,"Jump Scares: 9 (1 major, 8 minor)","Relies pretty heavily on jump scares, however there is a decent lead up to most of them.",May The Devil Take You Too.srt
Mayhem,Joe Lynch,2017,2,0.5,No,https://wheresthejump.com/jump-scares-in-mayhem-2017/,tt4348012,Jump Scares: 2 (2 minor),Mayhem is a violent action/comedy/horror hybrid that is almost completely free of jump scares.,https://wheresthejump.com/subtitles/Mayhem-2017.srt
Meg 2: The Trench,Ben Wheatley,2023,9,2.0,No,https://wheresthejump.com/jump-scares-in-meg-2-the-trench-2023/,tt9224104,"Jump Scares: 9 (2 major, 7 minor)","Quite predictably given the genre, there are some jump scares that are mostly related to the sudden appearance of various creatures. However, unlike the first Meg movie, The Trench doesn’t rely on jump scares quite as much, and is overall much more action-driven than suspense-driven.",https://wheresthejump.com/subtitles/Meg-2-The-Trench-2023.srt
Megan Is Missing,Michael Goi,2011,1,0.5,No,https://wheresthejump.com/jump-scares-in-megan-is-missing-2011/,tt1087461,Jump Scares: 1 (1 minor),Low budget found footage horror/drama. Some disturbing scenes towards the end however there is only one real jump scare at 1 hour 9 minutes.,https://wheresthejump.com/subtitles/Megan-Is-Missing-2011.srt
Midsommar,Ari Aster,2019,3,1.0,No,https://wheresthejump.com/jump-scares-in-midsommar-2019/,tt8772262,Jump Scares: 3 (3 minor),Midsommar has barely any jump scares worth mentioning although there is no shortage of disturbing imagery and gore (mainly in the second half).,https://wheresthejump.com/subtitles/Midsommar-2019.srt
Mirrors,Alexandre Aja,2008,15,4.0,No,https://wheresthejump.com/jump-scares-in-mirrors-2008/,tt0790686,"Jump Scares: 15 (1 major, 14 minor)",Jump scares are prominent throughout the film and often involve something happening in a mirror’s reflection.,https://wheresthejump.com/subtitles/Mirrors-2008.srt
Misery,Rob Reiner,1990,3,0.5,No,https://wheresthejump.com/jump-scares-in-misery-1990/,tt0100157,Jump Scares: 3 (3 minor),"More of a thriller than horror movie, Misery is largely jump scare free although there are a couple of marginal scares in the last 30 minutes.",https://wheresthejump.com/subtitles/Misery-1990.srt
Mom and Dad,Brian Taylor,2017,5,1.5,No,https://wheresthejump.com/jump-scares-in-mom-and-dad-2017/,tt5462326,Jump Scares: 5 (5 minor),"Despite the frenetic editing and loud sound effects, Mom and Dad keeps the jump scares to a minimum.",https://wheresthejump.com/subtitles/Mom-and-Dad-2017.srt
Morgan,Luke Scott,2016,3,0.5,No,https://wheresthejump.com/jump-scares-in-morgan-2016/,tt4520364,Jump Scares: 3 (3 minor),"After a quiet first half, the action in Morgan picks up in the final 40 minutes although there are minimal jump scares.",https://wheresthejump.com/subtitles/Morgan-2016.srt
Mother!,Darren Aronofsky,2017,7,2.0,No,https://wheresthejump.com/jump-scares-in-mother-2017/,tt5109784,Jump Scares: 7 (7 minor),Mother! starts in classic horror/thriller fashion but soon morphs into something else entirely. There are a handful of jump scares scattered through the movie although none are really significant.,https://wheresthejump.com/subtitles/Mother-2017.srt
Mulholland Drive,David Lynch,2001,1,1.0,No,https://wheresthejump.com/jump-scares-in-mulholland-drive-2001/,tt0166924,Jump Scares: 1 (1 major),Only one jump scare but it is an absolute beauty – the infamous “diner” scene is a lesson in building suspense where the jump scare actually feels earned.,https://wheresthejump.com/subtitles/Mulholland-Drive-2001.srt
Murder Death Koreatown,Anonymous,2020,2,1.0,No,https://wheresthejump.com/jump-scares-in-murder-death-koreatown-2020/,tt11777308,Jump Scares: 2 (2 major),"The second half of the movie has quite an unsettling tone, and while the two jump scares by themselves are not sudden or loud, the build-up and anticipation beforehand makes them rather effective.",https://wheresthejump.com/subtitles/Murder-Death-Koreatown-2020.srt
My Bloody Valentine,Patrick Lussier,2009,19,3.5,No,https://wheresthejump.com/jump-scares-in-my-bloody-valentine-2009/,tt1179891,"Jump Scares: 19 (4 major, 15 minor)","A lot of jump scares throughout, however most are minor and expected in my opinion. There are a few major jump scares also and a lot of gore. The jump scares will keep you on the edge of your seat throughout.",https://wheresthejump.com/subtitles/My-Bloody-Valentine-2009.srt
My Bloody Valentine,George Mihalka,1981,11,2.5,No,https://wheresthejump.com/jump-scares-in-my-bloody-valentine-1981/,tt0082782,Jump Scares: 11 (11 minor),"My Blood Valentine has its fair share of jump scares however unlike many of its contemporaries, the movie doesn’t use a loud jump scare sound to enhance them. Scares at 1:03:29 and 1:10:18 are arguably the most significant however even these are relatively minor.",https://wheresthejump.com/subtitles/My-Bloody-Valentine-1981.srt
My Friend Dahmer,Marc Meyers,2017,0,0.0,No,https://wheresthejump.com/jump-scares-in-my-friend-dahmer-2017/,tt2291540,Jump Scares: 0,My Friend Dahmer is a biographical crime/drama and although there are some slight horror elements it is not a film that lends itself to jump scares.,
My Heart Can’t Beat Unless You Tell It To,Jonathan Cuartas,2020,1,0.5,No,https://wheresthejump.com/jump-scares-in-my-heart-cant-beat-unless-you-tell-it-to-2020/,tt11084432,Jump Scares: 1 (1 minor),"Hardly any jump scares, mostly a sad and disturbing movie",https://wheresthejump.com/subtitles/My-Heart-Cant-Beat-Unless-You-Tell-It-To-2020.srt
Necromentia,Pearry Reginald Teo,2009,0,0.0,No,https://wheresthejump.com/jump-scares-in-necromentia-2009/,tt1286765,Jump Scares: 0,"Some effective gore and special effects despite its low budget, but more of an atmospheric slowburn without any jump scares.",
Neighbour No. 13,Yasuo Inoue,2005,0,0.0,No,https://wheresthejump.com/jump-scares-in-neighbour-no-13-2005/,tt0443205,Jump Scares: 0,"More of a thriller than a horror movie, containing no jump scares.",
Nerve,"Henry Joost, Ariel Schulman",2016,1,0.5,No,https://wheresthejump.com/jump-scares-in-nerve-2016/,tt3531824,Jump Scares: 1 (1 minor),Teen cyber-thriller with no jump scares.,https://wheresthejump.com/subtitles/Nerve-2016.srt
Night of the Comet,Thom Eberhardt,1984,2,0.5,No,https://wheresthejump.com/jump-scares-in-night-of-the-comet-1984/,tt0087799,Jump Scares: 2 (2 minor),"Intentionally cheesy and comedic, so it’s highly unlikely that any viewers would be scared by the movie. The two minor jump scares barely even qualify as jump scares.",https://wheresthejump.com/subtitles/Night-of-the-Comet-1984.srt
Night of the Living dead,George A. Romero,1968,5,2.0,No,https://wheresthejump.com/jump-scares-in-night-of-the-living-dead-1968/,tt0063350,"Jump Scares: 5 (1 major, 4 minor)",The only moment that’s likely to jump scare a few people happens right after the 13th minute mark. Otherwise there’s only a few slightly startling moments.,https://wheresthejump.com/subtitles/Night-of-the-Living-dead-1968.srt
Night Teeth,Adam Randall,2021,6,1.0,Yes,https://wheresthejump.com/jump-scares-in-night-teeth-2021/,tt10763820,Jump Scares: 6 (6 minor),"Despite being a vampire thriller, “Night Teeth” almost completely lacks classic style jump scares and leans heavily into neo-noir instead. There are a few moments scattered throughout the film that might cause a minor jolt, but watching “Night Teeth” shouldn’t be a problem even for the most jumpy viewers.",https://wheresthejump.com/subtitles/Night-Teeth-2021.srt
Nina Forever,"Ben Blaine, Chris Blaine",2015,1,0.0,No,https://wheresthejump.com/jump-scares-in-nina-forever-2015/,tt2885628,Jump Scares: 1 (1 minor),No jump scares,https://wheresthejump.com/subtitles/Nina-Forever-2015.srt
No Escape (Follow Me),Will Wernick,2020,2,2.0,No,https://wheresthejump.com/jump-scares-in-no-escape-aka-follow-me-2020/,tt8160834,"Jump Scares: 2 (1 major, 1 minor)","This is a ‘Saw meets Escape Room’ movie so it doesn’t rely on jump scares. However, there are a couple, one of which I found to be very affective.",https://wheresthejump.com/subtitles/No-Escape-Follow-Me-2020.srt
No One Gets Out Alive,Santiago Menghini,2021,4,1.5,No,https://wheresthejump.com/jump-scares-in-no-one-gets-out-alive-2021/,tt13056008,Jump Scares: 4 (4 minor),Only a few minor jump scares.,No One Gets Out Alive.srt
Nobody Sleeps in the Woods Tonight,Bartosz M. Kowalski,2020,9,3.0,No,https://wheresthejump.com/jump-scares-in-nobody-sleeps-in-the-woods-tonight-2020/,tt11240506,"Jump Scares: 9 (1 major, 8 minor)","The movie is quite heavy on jump-scares. (Un)fortunately, most of them are predictable and not very effective.",Nobody Sleeps in the Woods Tonight.srt
Nocturnal Animals,Tom Ford,2016,1,1.0,No,https://wheresthejump.com/jump-scares-in-nocturnal-animals-2016/,tt4550098,Jump Scares: 1 (1 major),Nocturnal Animals has one unexpected and quite startling jump scare just after the half way point of the movie.,https://wheresthejump.com/subtitles/Nocturnal-Animals-2016.srt
Nope,Jordan Peele,2022,1,3.0,No,https://wheresthejump.com/jump-scares-in-nope-2022/,tt10954984,Jump Scares: 1 (1 major),There’s only one genuine jump scare.,Nope.srt
Noroi: The Curse,Kôji Shiraishi,2005,4,1.0,No,https://wheresthejump.com/jump-scares-in-noroi-the-curse-2005/,tt0930083,Jump Scares: 4 (4 minor),Noroi: The Curse has some disturbing imagery and becomes a rather unsettling experience towards the end. Noroi is not a movie that relies on jump scares however there are some sudden noises and abrupt camera cuts towards the end that may cause viewers alarm.,https://wheresthejump.com/subtitles/Noroi-The-Curse-2005.srt
Occult Angel,Andy Roberts,2018,3,1.0,No,https://wheresthejump.com/jump-scares-in-occult-angel-2018/,tt8615816,Jump Scares: 3 (3 minor),"A few jump scares, and some scenes that may unsettle really sensitive viewers, but not a very scary watch.",https://wheresthejump.com/subtitles/Occult-Angel-2018.srt
Oculus,Mike Flanagan,2013,14,3.5,No,https://wheresthejump.com/jump-scares-in-oculus-2013/,tt2388715,"Jump Scares: 14 (3 major, 11 minor)",A moderate number of jump scares although they tend to be concentrated in the first and last twenty minutes of the film.,https://wheresthejump.com/subtitles/Oculus-2013.srt
Odd Thomas,Stephen Sommers,2013,10,3.0,No,https://wheresthejump.com/jump-scares-in-odd-thomas-2013/,tt1767354,"Jump Scares: 10 (2 major, 8 minor)",Lighthearted supernatural thriller with some horror elements. There are a few minor jump scares however most are quite predictable in their execution.,https://wheresthejump.com/subtitles/Odd-Thomas-2013.srt
OLD,M. Night Shyamalan,2021,2,0.0,No,https://wheresthejump.com/jump-scares-in-old-2021/,tt10954652,Jump Scares: 2 (2 minor),"The thing about Old is, you get so wrapped up in the idea of being trapped and aging (which is the metaphor of the film), it draws you into a psychological rollercoaster of continually being shocked by all the twists, while at the same time not being able to avoid contemplating your own mortality. The jump scares listed are extremely minor, but then again, in my opinion, this film doesn’t need them.",OLD.srt
One Hour Photo,Mark Romanek,2002,1,0.5,No,https://wheresthejump.com/jump-scares-in-one-hour-photo-2002/,tt0265459,Jump Scares: 1 (1 minor),An unsettling thriller with just a single jump scare. Tonally the jump scare scene feels out of place with the rest of the movie and as a result it will likely startle unsuspecting viewers.,https://wheresthejump.com/subtitles/One-Hour-Photo-2002.srt
One Missed Call,Eric Valette,2008,15,3.5,No,https://wheresthejump.com/jump-scares-in-one-missed-call-2008/,tt0479968,"Jump Scares: 15 (1 major, 14 minor)",The jump scares in One Missed Call are fairly generic and largely predictable. The scare at 27:22 is probably the most startling (mainly due to the loud jump scare sound effect that conicides with it).,https://wheresthejump.com/subtitles/One-Missed-Call-2008.srt
Only Lovers Left Alive,Jim Jarmusch,2013,0,0.0,Yes,https://wheresthejump.com/jump-scares-in-only-lovers-left-alive-2013/,tt1714915,Jump Scares: 0,"More of a romance/drama film that features vampires than a horror film, Only Lovers Left Alive contains no jump scares.",
Open 24 Hours,Padraig Reynolds,2018,7,3.0,No,https://wheresthejump.com/jump-scares-in-open-24-hours-2018/,tt6521776,Jump Scares: 7 (7 minor),"Several jumps, however nearly all are clearly set up",Open 24 Hours.srt
Orphan,Jaume Collet-Serra,2009,12,3.0,No,https://wheresthejump.com/jump-scares-in-orphan-2009/,tt1148204,Jump Scares: 12 (12 minor),More of a thriller than a horror movie. Most of the jump scares involve the unexpected appearance of Esther and are quite minor.,https://wheresthejump.com/subtitles/Orphan-2009.srt
Ouija,Stiles White,2014,16,4.0,No,https://wheresthejump.com/jump-scares-in-ouija-2014/,tt1204977,"Jump Scares: 16 (2 major, 14 minor)","Numerous jump scares, particularly in the middle and later parts of the movie.",https://wheresthejump.com/subtitles/Ouija-2014.srt
Ouija: Origin of Evil,Mike Flanagan,2016,18,4.0,No,https://wheresthejump.com/jump-scares-in-ouija-origin-of-evil-2016/,tt4361050,"Jump Scares: 18 (3 major, 15 minor)",Ouija: Origin of Evil has its fair share of jump scares with most occurring past the 40 minute mark.,https://wheresthejump.com/subtitles/Ouija-Origin-of-Evil-2016.srt
Overlord,Julius Avery,2018,12,2.5,No,https://wheresthejump.com/jump-scares-in-overlord-2018/,tt4530422,"Jump Scares: 12 (2 major, 10 minor)","For most of its running time, Overlord is more action than horror movie and although there are tense scenes, the jump scares are fairly minor and heavily telegraphed (the exception being the scare at 15:15 which comes out of nowhere).",Overlord.srt
P2,Franck Khalfoun,2007,16,4.0,No,https://wheresthejump.com/jump-scares-in-p2-2007/,tt0804516,"Jump Scares: 16 (3 major, 13 minor)",There are three or four well executed jump scares in P2. The remaining scares are fairly standard and generally involve Thomas or his dog suddenly appearing near Angela.,https://wheresthejump.com/subtitles/P2-2007.srt
Pandorum,Christian Alvart,2009,13,4.0,Yes,https://wheresthejump.com/jump-scares-in-pandorum-2009/,tt1188729,"Jump Scares: 13 (2 major, 11 minor)",Jump scares and jarring quick-cuts dominate this film. Those who are easily startled should avoid.,https://wheresthejump.com/subtitles/Pandorum-2009.srt
Pan’s Labyrinth,Guillermo del Toro,2006,6,1.5,No,https://wheresthejump.com/jump-scares-in-pans-labyrinth-2006/,tt0457430,Jump Scares: 6 (6 minor),Plenty of creepy imagery (in particular the scenes with the pale man an hour in) but nothing that could really be considered a jump scare (other than some minor moments mentioned below). The bigger issue for most are the two or three scenes of brutal violence that are graphically depicted.,https://wheresthejump.com/subtitles/Pans-Labyrinth-2006.srt
Paperhouse,Bernard Rose,1988,6,1.5,No,https://wheresthejump.com/jump-scares-in-paperhouse-1988/,tt0098061,"Jump Scares: 6 (2 major, 4 minor)","While most of the film is free of anything scary, there is about one third of it that classifies as horror and has a few jump scares.",https://wheresthejump.com/subtitles/Paperhouse-1988.srt
Paranormal Activity,Oren Peli,2007,10,3.5,No,https://wheresthejump.com/jump-scares-in-paranormal-activity-2007/,tt1179904,"Jump Scares: 10 (2 major, 8 minor)",Quite light on jumps until the final night where there are a couple of major scares.,https://wheresthejump.com/subtitles/Paranormal-Activity-2007.srt
Paranormal Activity 2,Tod Williams,2010,14,3.5,No,https://wheresthejump.com/jump-scares-in-paranormal-activity-ii-2010/,tt1536044,"Jump Scares: 14 (3 major, 11 minor)",The scares in the first two-thirds of the movie are minor and mostly consist of loud noises however there are three significant scares in the last 30 minutes of the movie.,https://wheresthejump.com/subtitles/Paranormal-Activity-2-2010.srt
Paranormal Activity 3,"Henry Joost, Ariel Schulman",2011,20,4.0,No,https://wheresthejump.com/jump-scares-in-paranormal-activity-iii-2011/,tt1778304,"Jump Scares: 20 (3 major, 17 minor)",Many more jump scares than the first two Paranormal Activity films. Not recommended for those who dislike jump scares.,https://wheresthejump.com/subtitles/Paranormal-Activity-3-2011.srt
Paranormal Activity 4,"Ariel Schulman, Henry Joost",2012,21,3.5,No,https://wheresthejump.com/jump-scares-in-paranormal-activity-iv/,tt2109184,"Jump Scares: 21 (1 major, 20 minor)",A large number of jump scares throughout however the movie fails to capture the atmosphere of the earlier movies in the series and as a result the jumps are more startling than scary.,https://wheresthejump.com/subtitles/Paranormal-Activity-4-2012.srt
Paranormal Activity: Next of Kin,William Eubank,2021,13,4.5,No,https://wheresthejump.com/jump-scares-in-paranormal-activity-next-of-kin-2021/,tt10515988,"Jump Scares: 13 (2 major, 11 minor)","As to be expected by a Paranormal Activity movie, this has consistent 1st person jump scares throughout, some very effective especially towards the end.",Paranormal Activity: Next of Kin.srt
Paranormal Activity: The Ghost Dimension,Gregory Plotkin,2015,29,4.0,No,https://wheresthejump.com/jump-scares-in-paranormal-activity-v-the-ghost-dimension/,tt2473510,"Jump Scares: 29 (1 major, 28 minor)","Although Paranormal Activity: The Ghost Dimension is packed with jump scares, most feel cheap and unoriginal and it fails to deliver the scares of some of the earlier installments in the franchise.",https://wheresthejump.com/subtitles/Paranormal-Activity-The-Ghost-Dimension-2015.srt
Patient Zero,Stefan Ruzowitzky,2018,6,1.5,No,https://wheresthejump.com/jump-scares-in-patient-zero-2018/,tt3458254,"Jump Scares: 6 (1 major, 5 minor)",There is no build up tension to any of the zombie attacks (other than the scene at 1:08:40) therefore most of the jump scares lack any real impact.,https://wheresthejump.com/subtitles/Patient-Zero-2018.srt
Pay The Ghost,Uli Edel,2015,13,3.0,No,https://wheresthejump.com/jump-scares-in-pay-the-ghost-2015/,tt3733778,"Jump Scares: 13 (1 major, 12 minor)",Jump scares begin to ramp up from about the 20 minute mark. Most are relatively predictable however one scare at the 26 minute mark is quite well done.,https://wheresthejump.com/subtitles/Pay-The-Ghost-2015.srt
Peninsula,Yeon Sang-ho,2020,4,1.0,No,https://wheresthejump.com/jump-scares-in-peninsula-2020/,tt8850222,Jump Scares: 4 (4 minor),"Despite being more action-oriented, Peninsula has a similar amount of jump scares as its predecessor. However, most of them occur in the first act and are easily seen coming. Nothing particularly scary is shown either.",https://wheresthejump.com/subtitles/Peninsula-2020.srt
Perfect,Eddie Alcazar,2018,0,0.0,No,https://wheresthejump.com/jump-scares-in-perfect-2018/,tt6222286,Jump Scares: 0,"Several scenes that may disturb viewers, but free of any jump scares.",
Perfect Blue,Satoshi Kon,1997,0,0.0,No,https://wheresthejump.com/jump-scares-in-perfect-blue-1997/,tt0156887,Jump Scares: 0,"Utilizing a mix of David Lynch-esque psychological horror and some traditional slasher elements, Perfect Blue manages to create an engaging horror narrative without the use of jump scares.",
Personal Shopper,Olivier Assayas,2016,4,0.5,No,https://wheresthejump.com/jump-scares-in-personal-shopper-2016/,tt4714782,Jump Scares: 4 (4 minor),"A couple of scenes where Maureen is walking around an empty house provide for some suspenseful moments. During these scenes there are some thuds, creaks, and other noises however most are not loud or startling enough to be considered jump scares.",https://wheresthejump.com/subtitles/Personal-Shopper-2016.srt
Pet,Carles Torrens,2016,2,1.0,No,https://wheresthejump.com/jump-scares-in-pet-2016/,tt1183374,"Jump Scares: 2 (1 major, 1 minor)",Pet has a twisted plot and some gory scenes however jump scares aren’t a feature of the film. There is one significant (although predictable) jump scare at 31:47.,https://wheresthejump.com/subtitles/Pet-2016.srt
Pet Sematary,"Kevin Kölsch, Dennis Widmyer",2019,14,3.5,No,https://wheresthejump.com/jump-scares-in-pet-sematary-2019/,tt0837563,"Jump Scares: 14 (1 major, 13 minor)",The first half of Pet Sematary is full of loud jump scares (a truck roaring past is used as a jump scare on several occasions) however most of the scares are either heavily telegraphed or rather generic. The second half contains very few jump scares although there are a couple of decent jolts towards the end.,https://wheresthejump.com/subtitles/Pet-Sematary-2019.srt
Pet Sematary,Mary Lambert,1989,13,3.5,No,https://wheresthejump.com/jump-scares-in-pet-sematary-1989/,tt0098084,"Jump Scares: 13 (1 major, 12 minor)",Quite a few jump scares throughout. The sudden appearances of both “Church” the cat and the ghost of Victor Pascow make up most of the scares. A scene at the 93 minute mark probably contains the biggest scare.,https://wheresthejump.com/subtitles/Pet-Sematary-1989.srt
Phantasm,Don Coscarelli,1979,14,3.0,No,https://wheresthejump.com/jump-scares-in-phantasm-1979/,tt0079714,"Jump Scares: 14 (3 major, 11 minor)","For a classic, Phantasm surprisingly relies heavily on the use of jump scares. Many of them are much weaker than in modern movies, but in the finale there are 1 or 2 effective moments.",https://wheresthejump.com/subtitles/Phantasm-1979.srt
Phenomena,Dario Argento,1985,11,2.5,No,https://wheresthejump.com/jump-scares-in-phenomena-1985/,tt0087909,Jump Scares: 11 (11 minor),There are some minor jump scares that may have been considered more major in 1985 when this movie was made. Most of them are predictable but there are still a few completely unexpected jump scares.,https://wheresthejump.com/subtitles/Phenomena-1985.srt
Phobias,"Camilla Belle, Maritte Lee Go, Joe Sill",2021,7,2.0,No,https://wheresthejump.com/jump-scares-in-phobias-2021/,tt8129682,Jump Scares: 7 (7 minor),"Though there are no major jump scares, I found the one’s that are in the movie to be quite effective. Many of the jump-scares appear very close together and are almost all within the first 40 mins of the movie.",https://wheresthejump.com/subtitles/Phobias-2021.srt
Phoenix Forgotten,Justin Barber,2017,0,0.0,No,https://wheresthejump.com/jump-scares-in-phoenix-forgotten-2017/,tt6574272,Jump Scares: 0,There are no jump scares present in the movie.,
Piranha 3D,Alexandre Aja,2010,9,2.0,No,https://wheresthejump.com/jump-scares-in-piranha-3d-2010/,tt0464154,"Jump Scares: 9 (1 major, 8 minor)","Although there are quite a few jump scares, most are minor. However, if you like gore, this film is for use.",https://wheresthejump.com/subtitles/Piranha-3D-2010.srt
Piranha 3DD,John Gulager,2012,13,3.5,No,https://wheresthejump.com/jump-scares-in-piranha-3dd-2012/,tt1714203,"Jump Scares: 13 (4 major, 9 minor)",Like it’s predecessor there are plenty of jump scares and definitely a few major ones.,https://wheresthejump.com/subtitles/Piranha-3DD-2012.srt
Planet Terror,Robert Rodriguez,2007,14,2.5,No,https://wheresthejump.com/jump-scares-in-planet-terror-2007/,tt1077258,"Jump Scares: 14 (1 major, 13 minor)","A zombie action film, Plant Terror has some jump scares although none are very scary due to the light-hearted, over-the-top feel the movie has.",https://wheresthejump.com/subtitles/Planet-Terror-2007.srt
Poltergeist,Tobe Hooper,1982,9,1.0,Yes,https://wheresthejump.com/jump-scares-in-poltergeist-1982/,tt0084516,"Jump Scares: 9 (1 major, 8 minor)",Not a particularly “jumpy” movie however the toy clown scene just before the 100 minute mark is quite an effective scare.,https://wheresthejump.com/subtitles/Poltergeist-1982.srt
Poltergeist – Extended Cut,Gil Kenan,2015,22,4.0,No,https://wheresthejump.com/jump-scares-in-poltergeist-2015-extended/,tt1029360,"Jump Scares: 22 (2 major, 20 minor)",A large number of jump scares however most of them miss the mark in terms of being truly scary. The clown scene at 36:30 and a scene at 58:30 are probably the only truly scary parts.,https://wheresthejump.com/subtitles/Poltergeist-8211-Extended-Cut-2015.srt
Poltergeist – Theatrical Cut,Gil Kenan,2015,21,4.0,No,https://wheresthejump.com/jump-scares-in-poltergeist-2015/,tt1029360,"Jump Scares: 21 (2 major, 19 minor)",A large number of jump scares however most of them miss the mark in terms of being truly scary. The clown scene at 36:30 and a scene at 58:30 are probably the only truly scary parts.,https://wheresthejump.com/subtitles/Poltergeist-8211-Theatrical-Cut-2015.srt
Poltergeist II: The Other Side,Brian Gibson,1986,6,2.0,No,https://wheresthejump.com/jump-scares-in-poltergeist-ii-the-other-side-1986/,tt0091778,"Jump Scares: 6 (1 major, 5 minor)","The tone of Poltergeist II matches the original in a lot of ways, so those who have seen the first film will know what to expect. Only a handful of jump scares.",https://wheresthejump.com/subtitles/Poltergeist-II-The-Other-Side-1986.srt
