Movie Name,Director,Year,Jump Count,Jump Scare Rating,Netflix (US),URL,IMDB,Summary,Rating,SRT Link
Poltergeist III,Gary Sherman,1988,9,2.5,No,https://wheresthejump.com/jump-scares-in-poltergeist-iii-1988/,tt0095889,"Jump Scares: 9 (1 major, 8 minor)","Poltergeist III is probably the most “adult” film in the trilogy thus far, not quite having the family friendly tone of the first two with more scares and jumps than its predecessors. It’s still campy and not particularly horrifying, but it isn’t quite as accessible as what came before.",https://wheresthejump.com/subtitles/Poltergeist-III-1988.srt
Pontypool,Bruce McDonald,2008,1,0.5,No,https://wheresthejump.com/jump-scares-in-pontypool-2008/,tt1226681,Jump Scares: 1 (1 minor),One minor scare at the beginning of the movie but otherwise jump scare free.,https://wheresthejump.com/subtitles/Pontypool-2008.srt
Porno,Keola Racela,2019,2,2.0,No,https://wheresthejump.com/jump-scares-in-porno-2019/,tt8485772,Jump Scares: 2 (2 minor),"Surprisingly few jump scares, though some very tense scenes.",Porno.srt
Possum,Matthew Holness,2018,4,1.0,No,https://wheresthejump.com/jump-scares-in-possum-2018/,tt6081670,"Jump Scares: 4 (1 major, 3 minor)","Contains one jump scare near the end that is very sudden and may catch viewers off guard, but the rest is extremely minor and not worth any particular discretion.",https://wheresthejump.com/subtitles/Possum-2018.srt
Predator,John McTiernan,1987,7,2.0,No,https://wheresthejump.com/jump-scares-in-predator-1987/,tt0093773,Jump Scares: 7 (7 minor),Predator has some minor jump scares although the music generally builds to a crescendo shortly before these moments occur giving viewers some warning. The jump scares are mainly in the second half when the Predator begins to attack the team.,https://wheresthejump.com/subtitles/Predator-1987.srt
Prevenge,Alice Lowe,2016,0,0.5,No,https://wheresthejump.com/jump-scares-in-prevenge-2016/,tt5154288,Jump Scares: 0,"Moments at 1:04, 34:57, 58:07, 1:08:26, 1:23:31 may startle very sensitive viewers but aren’t significant enough to be considered true jump scares.",
Prey,Thomas Sieben,2021,1,0.5,Yes,https://wheresthejump.com/jump-scares-in-prey-2021/,tt15198608,Jump Scares: 1 (1 minor),"Some sudden gunshots in the distance or people getting shot, but these scenes aren’t really startling enough to even classify as minor jump scares, with one exception.",https://wheresthejump.com/subtitles/Prey-2021.srt
Pride and Prejudice and Zombies,Burr Steers,2016,7,2.0,No,https://wheresthejump.com/jump-scares-in-pride-and-prejudice-and-zombies-2016/,tt1374989,Jump Scares: 7 (7 minor),Pride and Prejudice and Zombies makes use of loud noises in otherwise quiet scenes to amplify the effect of the jump scares. Most of the scares are found in the first half of the film and none are likely to truly frighten viewers.,https://wheresthejump.com/subtitles/Pride-and-Prejudice-and-Zombies-2016.srt
Primal Rage,Patrick Magee,2018,4,2.0,No,https://wheresthejump.com/jump-scares-in-primal-rage-2018/,tt5688868,Jump Scares: 4 (4 minor),Only a few jump scares.,https://wheresthejump.com/subtitles/Primal-Rage-2018.srt
Prince of Darkness,John Carpenter,1987,7,2.5,No,https://wheresthejump.com/jump-scares-in-prince-of-darkness-1987/,tt0093777,"Jump Scares: 7 (1 major, 6 minor)","Only a small number of jump scares, most of which occur in the second half of the movie. One scare which occurs at the end of the movie is very effective and will startle most people.",https://wheresthejump.com/subtitles/Prince-of-Darkness-1987.srt
Prisoners of the Ghostland,Sion Sono,2021,1,0.0,No,https://wheresthejump.com/jump-scares-in-prisoners-of-the-ghostland-2021/,tt6372694,Jump Scares: 1 (1 minor),Only one very minor jump scare near the beginning of the movie that I was on the fence about even mentioning. Gore is the only “horror” part of the movie.,https://wheresthejump.com/subtitles/Prisoners-of-the-Ghostland-2021.srt
Prometheus,Ridley Scott,2012,7,1.5,No,https://wheresthejump.com/jump-scares-in-prometheus-2012/,tt1446714,Jump Scares: 7 (7 minor),Prometheus has a handful of “half jumps” but nothing that is overly scary or startling.,https://wheresthejump.com/subtitles/Prometheus-2012.srt
Psycho,Alfred Hitchcock,1960,2,0.5,No,https://wheresthejump.com/jump-scares-in-psycho-1960/,tt0054215,Jump Scares: 2 (2 minor),A couple of minor jump scares towards the end on the movie.,https://wheresthejump.com/subtitles/Psycho-1960.srt
Psycho,Gus Van Sant,1998,4,1.0,No,https://wheresthejump.com/jump-scares-in-psycho-1998/,tt0155975,Jump Scares: 4 (4 minor),Psycho is filmed in a distinct 1960s style where jump scares are nor prominent at all. The 4 jump scares listed below are very minor.,https://wheresthejump.com/subtitles/Psycho-1998.srt
Psycho Goreman,Steven Kostanski,2020,1,0.0,No,https://wheresthejump.com/jump-scares-in-psycho-goreman-2020/,tt11252440,Jump Scares: 1 (1 minor),A gory comedy with no jumps of concern,https://wheresthejump.com/subtitles/Psycho-Goreman-2020.srt
Pulse / Kairo,Kiyoshi Kurosawa,2001,2,0.5,No,https://wheresthejump.com/jump-scares-in-pulse-kairo-2001/,tt0286751,Jump Scares: 2 (2 minor),"A lot of viewers will likely find Pulse scary, but the scariness is achieved without the use of any real jump scares.",https://wheresthejump.com/subtitles/Pulse--Kairo-2001.srt
Pumpkinhead,Stan Winston,1988,5,2.5,No,https://wheresthejump.com/jump-scares-in-pumpkinhead-1988/,tt0095925,Jump Scares: 5 (5 minor),A few jump scares but fairly telegraphed.,Pumpkinhead.srt
Quarantine,John Erick Dowdle,2008,14,3.5,No,https://wheresthejump.com/jump-scares-in-quarantine-2008/,tt1082868,"Jump Scares: 14 (2 major, 12 minor)",Numerous jump scares throughout with the most significant ones occurring towards the end of the movie.,https://wheresthejump.com/subtitles/Quarantine-2008.srt
Random Acts of Violence,Jay Baruchel,2020,0,0.0,No,https://wheresthejump.com/jump-scares-in-random-acts-of-violence-2020/,tt1925493,Jump Scares: 0,No jump scares,
Rare Exports: A Christmas Tale,Jalmari Helander,2010,4,0.5,No,https://wheresthejump.com/jump-scares-in-rare-exports-a-christmas-tale-2010/,tt1401143,Jump Scares: 4 (4 minor),Several very minor jump scares,https://wheresthejump.com/subtitles/Rare-Exports-A-Christmas-Tale-2010.srt
Ravenous,Antonia Bird,1999,4,1.0,No,https://wheresthejump.com/jump-scares-in-ravenous-1999/,tt0129332,Jump Scares: 4 (4 minor),Quirky cannibal horror movie with some elements of black humor. The four jump scares listed are very minor and unlikely to scare even the most sensitive viewers.,https://wheresthejump.com/subtitles/Ravenous-1999.srt
Raw,Julia Ducournau,2016,3,1.0,Yes,https://wheresthejump.com/jump-scares-in-raw-2016/,tt4954522,Jump Scares: 3 (3 minor),Raw lacks jump scares however squeamish viewers should avoid due to a couple of quite graphic cannibalism scenes.,https://wheresthejump.com/subtitles/Raw-2016.srt
Rawhead Rex,George Pavlou,1986,3,1.5,No,https://wheresthejump.com/jump-scares-in-rawhead-rex-1986/,tt0091829,Jump Scares: 3 (3 minor),Only a few minor jump scares.,Rawhead Rex.srt
Ready or Not,"Matt Bettinelli-Olpin, Tyler Gillett",2019,10,3.0,No,https://wheresthejump.com/jump-scares-in-ready-or-not-2019/,tt7798634,"Jump Scares: 10 (2 major, 8 minor)","Despite a few jump scares, most viewers shouldn’t have too many problems getting through Ready or Not.",https://wheresthejump.com/subtitles/Ready-or-Not-2019.srt
Re-Animator,Stuart Gordon,1985,4,1.0,No,https://wheresthejump.com/jump-scares-in-re-animator-1985/,tt0089885,"Jump Scares: 4 (1 major, 3 minor)",Only a handful of jump scares in the middle and later parts of the movie.,https://wheresthejump.com/subtitles/Re-Animator-1985.srt
Red Dragon,Brett Ratner,2002,6,2.0,Yes,https://wheresthejump.com/jump-scares-in-red-dragon-2002/,tt0289765,"Jump Scares: 6 (1 major, 5 minor)","Although it is jumpier than either Hannibal or Silence of the Lambs, Red Dragon should still be watchable by those who dislike jump scares. A scare at 78 minutes is the most significant and another at 21:32 might shock some viewers due to its sudden and unexpected nature.",https://wheresthejump.com/subtitles/Red-Dragon-2002.srt
Regression,Alejandro Amenábar,2015,3,1.0,No,https://wheresthejump.com/jump-scares-in-regression-2015/,tt3319920,Jump Scares: 3 (3 minor),Regression tries to scare through an unsettling atmosphere rather than jump scares although there are a handful of minor jolts in the middle parts of the movie.,https://wheresthejump.com/subtitles/Regression-2015.srt
Relic,Natalie Erika James,2020,3,0.5,No,https://wheresthejump.com/jump-scares-in-relic-2020/,tt9072352,Jump Scares: 3 (3 minor),"Similarly to movies like Hereditary or The Babadook, Relic largely focuses on family drama to make the viewers uneasy rather than using more common scare tactics. There is little to nothing that could be considered a jump scare, but viewers who have the volume set high might want to watch out for some loud cuts during quiet scenes that occur at 01:46 and 13:32 as well as the scenes listed below.",https://wheresthejump.com/subtitles/Relic-2020.srt
Reminiscence,Lisa Joy,2021,1,1.0,No,https://wheresthejump.com/jump-scares-in-reminiscence-2021/,tt3272066,Jump Scares: 1 (1 major),"This is not a horror movie, however I decided to add it to the site as there is one, completely unexpected jump scare.",https://wheresthejump.com/subtitles/Reminiscence-2021.srt
Repulsion,Roman Polanski,1965,7,2.5,No,https://wheresthejump.com/jump-scares-in-repulsion-1965/,tt0059646,"Jump Scares: 7 (2 major, 5 minor)",Repulsion builds suspense very well and the sudden use of sound in previously quiet scenes makes for some effective scares.,https://wheresthejump.com/subtitles/Repulsion-1965.srt
Resident Evil,Paul W.S. Anderson,2002,7,2.5,No,https://wheresthejump.com/jump-scares-in-resident-evil-2002/,tt0120804,Jump Scares: 7 (7 minor),More of an action movie with only a handful of minor scares.,https://wheresthejump.com/subtitles/Resident-Evil-2002.srt
Resident Evil: The Final Chapter,Paul W.S. Anderson,2016,29,4.5,No,https://wheresthejump.com/jump-scares-in-resident-evil-the-final-chapter-2016/,tt2592614,"Jump Scares: 29 (3 major, 26 minor)","Paul W.S Anderson has a tendency to throw 3 or 4 jump scares into a single scene. One of his favorite methods of startling the audience is to have an apparently dead creature suddenly spring back into life. Another is to add an improbably loud sound effect into a quiet scene (at one point the sound of a printer, almost comically loud, is used to execute a scare). The result of this is a movie that manages to pack almost 30 jump scares into a run time of just 1 hour 47 minutes.",https://wheresthejump.com/subtitles/Resident-Evil-The-Final-Chapter-2016.srt
Resolution,"Justin Benson, Aaron Moorhead",2012,2,0.5,No,https://wheresthejump.com/jump-scares-in-resolution-2012/,tt1977895,Jump Scares: 2 (2 minor),Low budget mystery/thriller that is quite heavy on dialogue. Only one real jump scare at the 57 minute mark.,https://wheresthejump.com/subtitles/Resolution-2012.srt
Restoration,Zack Ward,2016,10,3.0,No,https://wheresthejump.com/jump-scares-in-restoration-2016/,tt4517738,"Jump Scares: 10 (2 major, 8 minor)","Low budget horror with some jump scares, however only two moments at the 32 and 59 minute marks are likely to truly scare viewers.",https://wheresthejump.com/subtitles/Restoration-2016.srt
Rings,F. Javier Gutiérrez,2017,19,3.5,No,https://wheresthejump.com/jump-scares-in-rings-2017/,tt0498381,"Jump Scares: 19 (2 major, 17 minor)",Cheesy jump scares inserted into non-scary scenes are a frequent occurrence in Rings. Most of these occur in the middle third of the movie from the 30 minute to one hour mark.,https://wheresthejump.com/subtitles/Rings-2017.srt
Ringu,Hideo Nakata,1998,6,2.0,No,https://wheresthejump.com/jump-scares-in-ring-1998/,tt0178868,Jump Scares: 6 (6 minor),"Like most Japanese horror movies, there is a lack of “obvious” jump scares in Ring (Ringu), instead the film relies on an unsettling atmosphere and eerie imagery to scare its audience.",https://wheresthejump.com/subtitles/Ringu-1998.srt
Ringu 0: Birthday,Norio Tsuruta,2000,0,0.0,No,https://wheresthejump.com/jump-scares-in-ringu-0-birthday-2000/,tt0235712,Jump Scares: 0,"Just as with Ringu 2, Ringu 0 is significantly dialed back on the horror compared to Ringu, with little to no scares at all, including jump scares.",
Ringu 2,Hideo Nakata,1999,1,0.5,No,https://wheresthejump.com/jump-scares-in-ringu-2-1999/,tt0218553,Jump Scares: 1 (1 minor),Significantly dials back on the horror compared to its predecessor. Only one minor jump scare.,https://wheresthejump.com/subtitles/Ringu-2-1999.srt
Ringu: Kanzenban,Chisui Takigawa,1995,2,0.5,No,https://wheresthejump.com/jump-scares-in-ringu-kanzenban-1995/,tt0235133,Jump Scares: 2 (2 minor),Very cheaply made TV movie with practically no jump scares other than two extremely minor ones with pretty much no impact.,https://wheresthejump.com/subtitles/Ringu-Kanzenban-1995.srt
Room 213,Emelie Lindblom,2017,11,3.0,No,https://wheresthejump.com/jump-scares-in-room-213-2017/,tt5335682,"Jump Scares: 11 (1 major, 10 minor)",There are mostly minor jump scares in this horror movie targeted to tweens.,https://wheresthejump.com/subtitles/Room-213-2017.srt
Rosemary’s Baby,Roman Polanski,1968,0,0.0,No,https://wheresthejump.com/jump-scares-in-rosemarys-baby-1968/,tt0063522,Jump Scares: 0,A slow-burn horror movie that gradually builds suspense. No jump scares.,
Run,Aneesh Chaganty,2020,1,0.0,Yes,https://wheresthejump.com/jump-scares-in-run-2020/,tt8633478,Jump Scares: 1 (1 minor),"One very minor scare, however still a very tense movie",https://wheresthejump.com/subtitles/Run-2020.srt
Sadako,Hideo Nakata,2019,3,0.5,No,https://wheresthejump.com/jump-scares-in-sadako-2019/,tt9764556,Jump Scares: 3 (3 minor),Extremely minor jump scares that should not be a problem for even the most sensitive viewers.,https://wheresthejump.com/subtitles/Sadako-2019.srt
Sadako 3D,Tsutomu Hanabusa,2012,15,4.0,No,https://wheresthejump.com/jump-scares-in-sadako-3d-2012/,tt1844025,"Jump Scares: 15 (4 major, 11 minor)","Unlike its predecessors in the Ring franchise, Sadako largely relies on jump scares, and as one might expect from the movie being 3D, several of them are ‘right in your face’ ones.",https://wheresthejump.com/subtitles/Sadako-3D-2012.srt
Sadako 3D 2,Tsutomu Hanabusa,2013,15,4.0,No,https://wheresthejump.com/jump-scares-in-sadako-3d-2-2013/,tt2440362,"Jump Scares: 15 (3 major, 12 minor)","Same number of jump scares as Sadako 3D, but the minor jump scares are comparatively more tame. Still, not recommended for jumpy viewers.",https://wheresthejump.com/subtitles/Sadako-3D-2-2013.srt
Saint Maud,Rose Glass,2020,2,1.0,No,https://wheresthejump.com/jump-scares-in-saint-maud-2020/,tt7557108,Jump Scares: 2 (2 major),"Two jump scares that both occur towards the very end of the movie, and made quite a few people in the audience jump.",https://wheresthejump.com/subtitles/Saint-Maud-2020.srt
